station_numbeer,zone_code,zone_name,district_code,district_name,block_code,block_name,panchayat_code,panchayat_name,location,longitude,latitude,station_type,agency,installed_position,date_of_comm,is_problematic,station_premises_on,vendor_engineer_name,User_ID,station_premises_condition,last_visited_date
63195750,54,South Central,45,Gaya,450002,Tekari,195750,Rupaspur,,84.875,25.059,ARG,Obel,Rooftop,,,,Abhishek Kumar ,27,No-Issue,14-10-2025
63195751,54,South Central,45,Gaya,450002,Tekari,195751,Sanda,,84.841,25.055,ARG,Obel,Rooftop,,,,Pritam upadhyay,27,No-Issue,14-10-2025
63195752,54,South Central,45,Gaya,450002,Tekari,195752,Shiv Nagar,,84.858,24.912,ARG,Obel,Rooftop,,,,Pritam upadhyay,27,No-Issue,14-10-2025
63195753,54,South Central,45,Gaya,450002,Tekari,195753,Simuara,,84.833,24.963,ARG,Obel,Rooftop,,,,Pritam upadhyay,27,No-Issue,17-10-2025
63195754,54,South Central,45,Gaya,450021,Wazirganj,195754,Amethi,,85.235,24.845,ARG,Obel,Rooftop,,,,Pritam upadhyay,12,No-Issue,31-10-2024
63195755,54,South Central,45,Gaya,450021,Wazirganj,195755,Bichchha,,85.273,24.851,ARG,Obel,Rooftop,,,,Pritam upadhyay,12,No-Issue,16-06-2024
63195756,54,South Central,45,Gaya,450021,Wazirganj,195756,Bishunpur,,85.21,24.757,ARG,Obel,Rooftop,,,,Pritam upadhyay,24,No-Issue,08-11-2025
63195757,54,South Central,45,Gaya,450021,Wazirganj,195757,Dakhin Gaon,,85.248,24.795,ARG,Obel,Rooftop,,,,Pritam upadhyay,24,No-Issue,08-11-2025
63195758,54,South Central,45,Gaya,450021,Wazirganj,195758,Ghuriyawan,,85.214,24.825,ARG,Obel,Rooftop,,,,Pritam upadhyay,12,No-Issue,05-10-2024
63195759,54,South Central,45,Gaya,450021,Wazirganj,195759,Jamuawan,,85.299,24.812,ARG,Obel,Rooftop,,,,Pritam upadhyay,12,No-Issue,24-07-2025
63195760,54,South Central,45,Gaya,450021,Wazirganj,195760,Karisowa,,85.267,24.784,ARG,Obel,Rooftop,,,,Pritam upadhyay,24,No-Issue,08-11-2025
63195761,54,South Central,45,Gaya,450021,Wazirganj,195761,Karjara,,85.16,24.809,ARG,Obel,Rooftop,,,,Pritam upadhyay,24,No-Issue,07-11-2025
63195762,54,South Central,45,Gaya,450021,Wazirganj,195762,Kenar Fatehpur,,85.229,24.745,ARG,Obel,Rooftop,,,,Pritam upadhyay,24,No-Issue,08-11-2025
63195763,54,South Central,45,Gaya,450021,Wazirganj,195763,Kenar Paharpur,,85.247,24.762,ARG,Obel,Rooftop,,,,Pritam upadhyay,24,No-Issue,08-11-2025
63195764,54,South Central,45,Gaya,450021,Wazirganj,195764,Kurkihar,,85.234,24.823,ARG,Obel,Rooftop,,,,Pritam upadhyay,12,No-Issue,31-10-2024
63195765,54,South Central,45,Gaya,450021,Wazirganj,195765,Mahugain,,85.245,24.695,ARG,Obel,Rooftop,,,,Pritam upadhyay,24,No-Issue,08-11-2025
63195766,54,South Central,45,Gaya,450021,Wazirganj,195766,Mahuyet,,85.115,24.825,ARG,Obel,Rooftop,,,,Pritam upadhyay,24,No-Issue,07-11-2025
63195767,54,South Central,45,Gaya,450021,Wazirganj,195767,Nawada,,85.168,24.829,ARG,Obel,Rooftop,,,,Abhishek Kumar ,24,No-Issue,07-11-2025
63195768,54,South Central,45,Gaya,450021,Wazirganj,195768,Pater Mangrawa,,85.149,24.772,ARG,Obel,Rooftop,,,,Santosh Kumar ,24,No-Issue,07-11-2025
63195769,54,South Central,45,Gaya,450021,Wazirganj,195769,Punawa,,85.231,24.798,ARG,Obel,Rooftop,,,,,,,
63195770,54,South Central,45,Gaya,450021,Wazirganj,195770,Pura,,85.244,24.813,ARG,Obel,Rooftop,,,,Pritam upadhyay,12,No-Issue,05-10-2024
63195771,54,South Central,45,Gaya,450021,Wazirganj,195771,Sahiya,,85.189,24.793,ARG,Obel,Rooftop,,,,Pritam upadhyay,24,No-Issue,07-11-2025
63195772,54,South Central,45,Gaya,450021,Wazirganj,195772,Tarawan,,85.25,24.728,ARG,Obel,Rooftop,,,,Pritam upadhyay,24,No-Issue,08-11-2025
63195773,56,North West,25,Gopalganj,250014,Baikunthpur,195773,Azbi Nagar,,84.685,26.283,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,,,,
63195774,56,North West,25,Gopalganj,250014,Baikunthpur,195774,Bakhari,,84.818,26.212,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,kumud ranjan,16,Partially Sub-merged,10-07-2024
63195775,56,North West,25,Gopalganj,250014,Baikunthpur,195775,Bandhauli Banaura,,84.774,26.279,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,,,,
63195776,56,North West,25,Gopalganj,250014,Baikunthpur,195776,Bangra,,84.813,26.226,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
63195777,56,North West,25,Gopalganj,250014,Baikunthpur,195777,Bansghat Masuria,,84.764,26.316,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,KUMUD RANJAN,16,No-Issue,19-03-2024
63195778,56,North West,25,Gopalganj,250014,Baikunthpur,195778,Chamanpura,,84.684,26.25,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,KUMUD RANJAN,16,No-Issue,19-03-2024
63195779,56,North West,25,Gopalganj,250014,Baikunthpur,195779,Chiutoha,,84.784,26.276,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,pappu ,16,No-Issue,31-07-2024
63195780,56,North West,25,Gopalganj,250014,Baikunthpur,195780,Dharambari,,84.728,26.245,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
63195781,56,North West,25,Gopalganj,250014,Baikunthpur,195781,Dighwa Dubaulli North,,84.76,26.25,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
63195782,56,North West,25,Gopalganj,250014,Baikunthpur,195782,Dighwa Dubaulli South,,84.734,26.25,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,21-02-2024
63195783,56,North West,25,Gopalganj,250014,Baikunthpur,195783,Fajulahpur,,84.827,26.246,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,,,,
63195784,56,North West,25,Gopalganj,250014,Baikunthpur,195784,Gamhari,,84.789,26.247,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,,,,
63195785,56,North West,25,Gopalganj,250014,Baikunthpur,195785,Hakam,,84.71,26.288,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,KUMUD RANJAN,16,No-Issue,06-01-2024
63195786,56,North West,25,Gopalganj,250014,Baikunthpur,195786,Hamidpur,,84.794,26.231,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,,,,
63195787,56,North West,25,Gopalganj,250014,Baikunthpur,195787,Jagdishpur,,84.776,26.213,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,,,,
63195788,56,North West,25,Gopalganj,250014,Baikunthpur,195788,Katalpur,,84.77,26.229,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,,,,
63195789,56,North West,25,Gopalganj,250014,Baikunthpur,195789,Khara Azam,,84.734,26.289,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,,,,
63195790,56,North West,25,Gopalganj,250014,Baikunthpur,195790,Parsauni,,84.75,26.337,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,,,,
63195791,56,North West,25,Gopalganj,250014,Baikunthpur,195791,Pyaripur,,84.861,26.226,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,KUMUD RANJAN,16,No-Issue,19-03-2024
63195792,56,North West,25,Gopalganj,250014,Baikunthpur,195792,Rewathith,,84.719,26.283,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,,,,
63195793,56,North West,25,Gopalganj,250014,Baikunthpur,195793,Shirsha Manpur,,84.738,26.263,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,,,,
63195794,56,North West,25,Gopalganj,250014,Baikunthpur,195794,Usari,,84.779,26.3,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,,,,
63195795,56,North West,25,Gopalganj,250012,Barauli,195795,Baghegee,,84.603,26.36,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,KUMUD RANJAN,16,No-Issue,23-07-2024
63195796,56,North West,25,Gopalganj,250012,Barauli,195796,Balsand,,84.561,26.322,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,Kumud Ranjan,16,No-Issue,11-06-2024
63195797,56,North West,25,Gopalganj,250012,Barauli,195797,Batardih,,84.608,26.421,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,05-09-2024
63195798,56,North West,25,Gopalganj,250012,Barauli,195798,Bishunpura,,84.606,26.322,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,30-07-2024
63195799,56,North West,25,Gopalganj,250012,Barauli,195799,Dewa Pur,,84.559,26.417,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,10-08-2024
63195800,56,North West,25,Gopalganj,250012,Barauli,195800,Hasanpur,,84.667,26.449,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,,,,
63195801,56,North West,25,Gopalganj,250012,Barauli,195801,Kahla,,84.538,26.369,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,vishal kr chaubey,16,No-Issue,20-09-2024
63195802,56,North West,25,Gopalganj,250012,Barauli,195802,Kalyanpur,,84.533,26.343,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,20-09-2024
63195803,56,North West,25,Gopalganj,250012,Barauli,195803,Khajuria,,84.627,26.379,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,,,,
63195804,56,North West,25,Gopalganj,250012,Barauli,195804,Larauli,,84.609,26.307,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,30-07-2024
63195805,56,North West,25,Gopalganj,250012,Barauli,195805,Madhopur,,84.555,26.312,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,KUMUD RANJAN,16,No-Issue,24-07-2024
63195806,56,North West,25,Gopalganj,250012,Barauli,195806,Mahadipur Pakariya,,84.577,26.421,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,10-08-2024
63195807,56,North West,25,Gopalganj,250012,Barauli,195807,Mogal Biraicha,,84.547,26.348,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,30-07-2024
63195808,56,North West,25,Gopalganj,250012,Barauli,195808,Mohammad Pur Nilami,,84.589,26.331,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,,,,
63195809,56,North West,25,Gopalganj,250012,Barauli,195809,Nawada    Chand,,84.528,26.379,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,vishal kr chaubey,16,No-Issue,20-09-2024
63195810,56,North West,25,Gopalganj,250012,Barauli,195810,Pipra,,84.659,26.395,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,KUMUD RANJAN,16,No-Issue,23-07-2024
63195811,56,North West,25,Gopalganj,250012,Barauli,195811,Rampur,,84.64,26.406,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,05-09-2024
63195812,56,North West,25,Gopalganj,250012,Barauli,195812,Sadawa,,84.641,26.422,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,vishal kr chaubey,16,No-Issue,05-09-2024
63195813,56,North West,25,Gopalganj,250012,Barauli,195813,Salempur West,,84.628,26.456,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,11-07-2024
63195814,56,North West,25,Gopalganj,250012,Barauli,195814,Salempur East,,84.653,26.461,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
63195815,56,North West,25,Gopalganj,250012,Barauli,195815,Sarafra,,84.619,26.416,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,12-07-2024
63195816,56,North West,25,Gopalganj,250012,Barauli,195816,Sareya Narender,,84.584,26.347,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
63195817,56,North West,25,Gopalganj,250012,Barauli,195817,Sonbarsa,,84.588,26.418,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,Kumud Ranjan,16,No-Issue,05-09-2024
63195818,56,North West,25,Gopalganj,250003,Bhorey,195818,Bagahawa Mishra,,84.113,26.401,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,30-07-2024
63195819,56,North West,25,Gopalganj,250003,Bhorey,195819,Bankata Jagidari,,84.156,26.484,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,30-07-2024
63195820,56,North West,25,Gopalganj,250003,Bhorey,195820,Bhorey,,84.112,26.444,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
63195821,56,North West,25,Gopalganj,250003,Bhorey,195821,Chakarwa Khas,,84.085,26.43,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,,,,
63195822,56,North West,25,Gopalganj,250003,Bhorey,195822,Chhathianw,,84.063,26.487,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,,,,
63195823,56,North West,25,Gopalganj,250003,Bhorey,195823,Domanpur,,84.168,26.42,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,,,,
63195824,56,North West,25,Gopalganj,250003,Bhorey,195824,Dumer Narendra,,84.161,26.425,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
63195825,56,North West,25,Gopalganj,250003,Bhorey,195825,Gopalapur,,84.075,26.388,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,,,,
63195826,56,North West,25,Gopalganj,250003,Bhorey,195826,Hardiya,,84.081,26.477,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,,,,
63195827,56,North West,25,Gopalganj,250003,Bhorey,195827,Hussepur,,84.144,26.463,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
63195828,56,North West,25,Gopalganj,250003,Bhorey,195828,Jagtouli,,84.161,26.375,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,30-07-2024
63195829,56,North West,25,Gopalganj,250003,Bhorey,195829,Kalyanpur,,84.181,26.475,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,,,,
63195830,56,North West,25,Gopalganj,250003,Bhorey,195830,Khadahi,,84.113,26.431,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,,,,
63195831,56,North West,25,Gopalganj,250003,Bhorey,195831,Koreya,,84.079,26.5,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,,,,
63195832,56,North West,25,Gopalganj,250003,Bhorey,195832,Lami Chour,,84.151,26.417,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,,,,
63195833,56,North West,25,Gopalganj,250003,Bhorey,195833,Raqba,,84.162,26.458,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,,,,
63195834,56,North West,25,Gopalganj,250003,Bhorey,195834,Sisai,,84.103,26.407,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,,,,
63195835,56,North West,25,Gopalganj,250002,Bijaipur,195835,Ahiyapur,,84.059,26.412,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,Kumud Ranjan,16,No-Issue,11-06-2024
63195836,56,North West,25,Gopalganj,250002,Bijaipur,195836,Bandhaura Ghat,,84.007,26.462,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,,,,
63195837,56,North West,25,Gopalganj,250002,Bijaipur,195837,Belwa,,83.921,26.458,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,,,,
63195838,56,North West,25,Gopalganj,250002,Bijaipur,195838,Bharpurwa,,84.016,26.497,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,,,,
63195839,56,North West,25,Gopalganj,250002,Bijaipur,195839,Chaumukha,,83.997,26.474,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,,,,
63195840,56,North West,25,Gopalganj,250002,Bijaipur,195840,Jagdishpur,,83.933,26.5,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,,,,
63195841,56,North West,25,Gopalganj,250002,Bijaipur,195841,Khiridih,,83.929,26.515,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,,,,
63195842,56,North West,25,Gopalganj,250002,Bijaipur,195842,Kotia,,84.039,26.445,ARG,Ingen,Ground,29-03-2022 00:00,,Private Land,,,,
63195843,56,North West,25,Gopalganj,250002,Bijaipur,195843,Majhaulia,,84.043,26.5,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,,,,
63195844,56,North West,25,Gopalganj,250002,Bijaipur,195844,Musahari,,84.048,26.451,ARG,Ingen,Ground,27-03-2022 00:00,,Private Land,,,,
63195845,56,North West,25,Gopalganj,250002,Bijaipur,195845,Nautan,,83.95,26.468,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,,,,
63195846,56,North West,25,Gopalganj,250002,Bijaipur,195846,Pagra,,83.913,26.48,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,,,,
63195847,56,North West,25,Gopalganj,250002,Bijaipur,195847,Saropai,,83.955,26.48,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,Kumud Ranjan,16,No-Issue,09-08-2024
63195848,56,North West,25,Gopalganj,250010,Gopalganj,195848,Baraipatti,,84.43,26.569,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,,,,
63195849,56,North West,25,Gopalganj,250010,Gopalganj,195849,Basdila Khas,,84.412,26.475,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,22-08-2024
63195850,56,North West,25,Gopalganj,250010,Gopalganj,195850,Bhitbherwa,,84.433,26.487,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,30-09-2024
63195851,56,North West,25,Gopalganj,250010,Gopalganj,195851,Bishunpur East,,84.44,26.538,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,12-04-2024
63195852,56,North West,25,Gopalganj,250010,Gopalganj,195852,Bishunpur West,,84.411,26.539,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,12-04-2024
63195853,56,North West,25,Gopalganj,250010,Gopalganj,195853,Chawraw,,84.425,26.455,ARG,Ingen,Ground,12-05-2022 00:00,,Government Land,kumud ranjan,16,No-Issue,30-09-2024
63195854,56,North West,25,Gopalganj,250010,Gopalganj,195854,Ekderwa,,84.42,26.491,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,06-08-2024
63195855,56,North West,25,Gopalganj,250010,Gopalganj,195855,Jagiri Tola,,84.473,26.491,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,11-07-2024
63195856,56,North West,25,Gopalganj,250010,Gopalganj,195856,Katgharwa,,84.493,26.497,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,26-07-2024
63195857,56,North West,25,Gopalganj,250010,Gopalganj,195857,Khawajepur,,84.498,26.472,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
63195858,56,North West,25,Gopalganj,250010,Gopalganj,195858,Konhwa,,84.405,26.504,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,,,,
63195859,56,North West,25,Gopalganj,250010,Gopalganj,195859,Manikpur,,84.466,26.476,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
63195860,56,North West,25,Gopalganj,250010,Gopalganj,195860,Rampur Tengarahi,,84.418,26.58,ARG,Ingen,Ground,26-03-2022 00:00,,Government Land,kumud ranjan,16,No-Issue,26-07-2024
63195861,56,North West,25,Gopalganj,250010,Gopalganj,195861,Tirbirwa,,84.447,26.495,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,12-04-2024
63195862,56,North West,25,Gopalganj,250010,Gopalganj,195862,Yadopur,,84.443,26.535,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,06-08-2024
63195863,56,North West,25,Gopalganj,250010,Gopalganj,195863,Yadopur Dukhhiran,,84.452,26.517,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,06-08-2024
63195864,56,North West,25,Gopalganj,250007,Hathua,195864,Bari Ishar,,84.281,26.332,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,,,,
63195865,56,North West,25,Gopalganj,250007,Hathua,195865,Barirai Bhan,,84.271,26.327,ARG,Ingen,Ground,31-03-2022 00:00,,Private Land,,,,
63195866,56,North West,25,Gopalganj,250007,Hathua,195866,Barua Kaparpura,,84.329,26.381,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,01-10-2024
63195867,56,North West,25,Gopalganj,250007,Hathua,195867,Chainpur,,84.24,26.336,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,,,,
63195868,56,North West,25,Gopalganj,250007,Hathua,195868,Chhap,,84.359,26.306,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,,,,
63195869,56,North West,25,Gopalganj,250007,Hathua,195869,Ekdenga,,84.214,26.357,ARG,Ingen,Ground,29-03-2022 00:00,,Private Land,,,,
63195870,56,North West,25,Gopalganj,250007,Hathua,195870,Fatehpur,,84.255,26.405,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,01-10-2024
63195871,56,North West,25,Gopalganj,250007,Hathua,195871,Hathua,,84.299,26.353,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,INGEN /KUMUD RANJAN,16,No-Issue,16-10-2023
63195872,56,North West,25,Gopalganj,250007,Hathua,195872,Jigana Jagarnath,,84.35,26.352,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,28-04-2024
63195873,56,North West,25,Gopalganj,250007,Hathua,195873,Kandh Gopi,,84.302,26.406,ARG,Ingen,Ground,29-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,06-09-2024
63195874,56,North West,25,Gopalganj,250007,Hathua,195874,Khairatia,,84.208,26.395,ARG,Ingen,Ground,31-03-2022 00:00,,Private Land,,,,
63195875,56,North West,25,Gopalganj,250007,Hathua,195875,Kusaundhi,,84.237,26.369,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,25-07-2024
63195876,56,North West,25,Gopalganj,250007,Hathua,195876,Line Bazar,,84.274,26.418,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,Kumud Ranjan,16,No-Issue,06-09-2024
63195877,56,North West,25,Gopalganj,250007,Hathua,195877,Machhagar Jagdish,,84.287,26.367,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,,,,
63195878,56,North West,25,Gopalganj,250007,Hathua,195878,Machhagar Laxhiram,,84.281,26.382,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,21-02-2024
63195879,56,North West,25,Gopalganj,250007,Hathua,195879,Mati Hani Nain,,84.332,26.335,ARG,Ingen,Ground,29-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,28-04-2024
63195880,56,North West,25,Gopalganj,250007,Hathua,195880,Pach Phera,,84.243,26.353,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,,,,
63195881,56,North West,25,Gopalganj,250007,Hathua,195881,Ratan Chak,,84.32,26.366,ARG,Ingen,Ground,28-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,01-10-2024
63195882,56,North West,25,Gopalganj,250007,Hathua,195882,Savarejee,,84.338,26.35,ARG,Ingen,Ground,29-03-2022 00:00,,Private Land,,,,
63195883,56,North West,25,Gopalganj,250007,Hathua,195883,Semraw,,84.248,26.383,ARG,Ingen,Ground,31-03-2022 00:00,,Private Land,,,,
63195884,56,North West,25,Gopalganj,250007,Hathua,195884,Singaha,,84.273,26.365,ARG,Ingen,Ground,29-03-2022 00:00,,Private Land,,,,
63195885,56,North West,25,Gopalganj,250007,Hathua,195885,Sohagpur,,84.312,26.344,ARG,Ingen,Ground,29-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,21-02-2024
63195886,56,North West,25,Gopalganj,250001,Katiya,195886,Ameya,,84.139,26.612,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,,,,
63195887,56,North West,25,Gopalganj,250001,Katiya,195887,Baikunthpur,,84.095,26.506,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
63195888,56,North West,25,Gopalganj,250001,Katiya,195888,Bairiya,,84.106,26.571,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
63195889,56,North West,25,Gopalganj,250001,Katiya,195889,Belahi Khas,,84.038,26.527,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,,,,
63195890,56,North West,25,Gopalganj,250001,Katiya,195890,Bheriya,,83.989,26.521,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,,,,
63195891,56,North West,25,Gopalganj,250001,Katiya,195891,Gaura,,84.114,26.608,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,,,,
63195892,56,North West,25,Gopalganj,250001,Katiya,195892,Karkataha,,84.045,26.532,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
63195893,56,North West,25,Gopalganj,250001,Katiya,195893,Parariya,,84.098,26.529,ARG,Ingen,Ground,24-03-2022 00:00,,Private Land,,,,
63195894,56,North West,25,Gopalganj,250001,Katiya,195894,Pat Khauli,,84.123,26.535,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
63195895,56,North West,25,Gopalganj,250001,Katiya,195895,Ram Das Bagahi,,84.122,26.517,ARG,Ingen,Ground,26-03-2022 00:00,,Private Land,,,,
63195896,56,North West,25,Gopalganj,250001,Katiya,195896,Rudra Pur,,84.109,26.591,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,13-07-2024
63195897,56,North West,25,Gopalganj,250005,Kuchaikote,195897,Ahirauli Dubauli,,84.266,26.586,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,kumud ranjan,16,No-Issue,06-09-2024
63195898,56,North West,25,Gopalganj,250005,Kuchaikote,195898,Ahiyapur,,84.26,26.523,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
63195899,56,North West,25,Gopalganj,250005,Kuchaikote,195899,Bakhari,,84.383,26.537,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
63195900,56,North West,25,Gopalganj,250005,Kuchaikote,195900,Baliwan Sagar,,84.348,26.557,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
63195901,56,North West,25,Gopalganj,250005,Kuchaikote,195901,Bangal Khand,,84.377,26.499,ARG,Ingen,Ground,25-03-2022 00:00,,Private Land,,,,
